Job Title,Company,Location,Postal Code,Street,Region,Country,Latitude,Longitude,Job Reference Number,Modification Timestamp,Job URL
Data Scientist,Allgeier IT GmbH,Hamburg,20539,N/A,Hamburg,Deutschland,53.5298816,10.0402455,11119-4126142833-S,2025-03-17 10:04:33.303,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,FERCHAU GmbH Niederlassung Bielefeld,Bielefeld,33609,N/A,Nordrhein-Westfalen,Deutschland,52.04302456917358,8.573689542097023,12265-293713_JB4693148-S,2025-03-17 08:14:12.587,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,statworx,Frankfurt am Main,60314,N/A,Hessen,Deutschland,50.1153389,8.7204196,13635-afddee3f_JB4658312-S,2025-03-17 08:00:01.801,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,PEGA Personaldienstleistungen GmbH ,Hamburg,20097,N/A,Hamburg,Deutschland,53.5475044,10.019653,14751-139A1938-S,2025-03-17 07:59:46.257,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,VisiConsult X-ray Systems & Solutions GmbH,Stockelsdorf,23617,N/A,Schleswig-Holstein,Deutschland,53.9262376,10.6360691,13635-d046efef_JB4657889-S,2025-03-17 07:59:16.479,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Teamster Personalberatung GmbH,Stuttgart,70173,N/A,Baden-Württemberg,Deutschland,48.7812753,9.1806188,12288-4122526732-S,2025-03-17 07:28:37.020,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Bertrandt AG,Frankfurt am Main,60311,N/A,Hessen,Deutschland,50.1113194,8.6818977,12288-4122667915-S,2025-03-17 07:10:56.673,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,BHS tabletop AG,N/A,95100,N/A,Bayern,Deutschland,50.1633064,12.1177455,12908-054478529-S,2025-03-14 18:23:12.299,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Office Events P & B GmbH,Biberach an der Riß,88400,N/A,Baden-Württemberg,Deutschland,48.08984335960012,9.785248621245938,16897-8c1846209235430-S,2025-03-14 12:43:33.089,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Arnulf Betzold GmbH,Ellwangen (Jagst),73479,Ferdinand-Porsche-Str. 6,Baden-Württemberg,Deutschland,48.96273314200005,10.181550069000082,10001-1001127841-S,2025-03-14 08:57:28.955,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Reply Deutschland SE,Berlin,10785,N/A,Berlin,Deutschland,52.5063269,13.3650884,16818-100672483-S,2025-03-14 07:05:54.983,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Northrop Grumman LITEF GmbH,Freiburg im Breisgau,79115,N/A,Baden-Württemberg,Deutschland,47.9894009,7.8197536,16818-100655782-S,2025-03-14 07:05:01.713,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Cops Gesellschaft für angewandte Systemanalyse und Programmierung Ges.m.b.H,Wien,1140,N/A,Wien,Österreich,0.0,0.0,11949-16715876-S,2025-03-13 17:38:27.520,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Silhouette International Schmied AG,"Linz, Donau",4020,N/A,Oberösterreich,Österreich,0.0,0.0,11949-16721128-S,2025-03-13 17:15:07.526,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,STELLENWERT GmbH & Co. KG,Nordenham,26954,N/A,Niedersachsen,Deutschland,53.49372953764837,8.453090356095426,15474-36191-S,2025-03-13 09:11:13.054,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Bertelsmann SE & Co. KGaA,Hamburg,20459,N/A,Hamburg,Deutschland,53.5474112,9.9789708,13660-43225984-37-S,2025-03-13 08:58:28.403,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,BMW AG,München,80809,N/A,Bayern,Deutschland,48.1794095,11.5532292,12462-1394169-1-S,2025-03-13 07:57:23.971,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Continental AG,Hann. Münden,34346,Kasseler Straße 11,Niedersachsen,Deutschland,51.4124003,9.6506715,10001-1001238899-S,2025-03-13 07:49:28.348,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,AVANTGARDE Experts,Köln,50667,N/A,Nordrhein-Westfalen,Deutschland,50.938708,6.952988,12288-4117437462-S,2025-03-13 07:14:56.756,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Amadeus Fire AG,Mannheim,68163,N/A,Baden-Württemberg,Deutschland,49.4695835,8.4984071,12288-4117829080-S,2025-03-13 07:13:20.547,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,S-Kreditpartner,Berlin,10715,N/A,Berlin,Deutschland,52.4825695,13.3285892,11956-2786271741820400-S,2025-03-13 07:05:17.871,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,S-Kreditpartner,Berlin,10715,N/A,Berlin,Deutschland,52.4825695,13.3285892,11956-2786231741820400-S,2025-03-13 07:05:17.563,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,E.ON SE,"Essen, Ruhr",45131,N/A,Nordrhein-Westfalen,Deutschland,51.42935829142579,7.001136212929275,12728-43237481-312-S,2025-03-12 18:50:43.237,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,E.ON SE,"Essen, Ruhr",45131,N/A,Nordrhein-Westfalen,Deutschland,51.42935829142579,7.001136212929275,12728-43237478-312-S,2025-03-12 18:21:25.874,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Brunel GmbH NL Osnabrück,Osnabrück,49074,N/A,Niedersachsen,Deutschland,52.27526744668414,8.052885520273762,12362-TR-243250_539867LS-S,2025-03-12 15:41:46.096,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,ESG Elektroniksystem- und Logistik-GmbH,Fürstenfeldbruck,82256,Livry-Gargan-Str. 6,Bayern,Deutschland,48.1657417,11.2221955,12811-1698273-S,2025-03-12 12:40:49.939,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Institutional Investment Group,Frankfurt am Main,60327,Brüsseler Straße 1-3,Hessen,Deutschland,50.1104581,8.6538917,12811-1698015-S,2025-03-12 12:32:49.641,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Hays Professional Solutions GmbH Standort Nürnberg,"Forchheim, Oberfranken",N/A,N/A,Bayern,Deutschland,49.716436454514195,11.069571468402222,13319-809472/1_537615LS-S,2025-03-12 10:38:12.597,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,expertum GmbH,Ingelheim am Rhein,55218,N/A,Rheinland-Pfalz,Deutschland,49.9723728,8.0618984,12288-4115516357-S,2025-03-12 07:13:14.300,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Page Personnel Deutschland,Frankfurt am Main,N/A,N/A,Hessen,Deutschland,50.1225349,8.6425499,13643-1L_536879-S,2025-03-11 18:04:41.247,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Stada Arzneimittel AG,Bad Vilbel,61118,N/A,Hessen,Deutschland,50.19060167039886,8.744945797506544,17412-43232861-311-S,2025-03-11 11:23:06.339,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,neXchange Personaldienstleistung GmbH,"Waldenburg, Württemberg",74638,N/A,Baden-Württemberg,Deutschland,49.17436445062507,9.641595467123146,18219-WPQ4JFHYSYELU8YQ-S,2025-03-11 10:47:56.485,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Amadeus Fire AG,Osnabrück,49076,N/A,Niedersachsen,Deutschland,52.2881706,7.9790465,12288-4113475263-S,2025-03-11 07:29:39.963,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Thyssengas GmbH,Dortmund,44137,N/A,Nordrhein-Westfalen,Deutschland,51.5080895,7.4506275,12288-4113409473-S,2025-03-11 07:24:51.320,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,taod Consulting GmbH,Köln,50825,N/A,Nordrhein-Westfalen,Deutschland,50.9533889,6.9101652,13649-9732722AB-S,2025-03-11 07:03:19.438,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,FERCHAU GmbH Niederlassung Ulm,Biberach an der Riß,88400,N/A,Baden-Württemberg,Deutschland,48.08984335960012,9.785248621245938,12265-392065_JB4683457-S,2025-03-10 07:48:29.072,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Ratbacher GmbH,Bielefeld,33611,N/A,Nordrhein-Westfalen,Deutschland,52.0492335,8.5469242,12288-4108405055-S,2025-03-10 07:30:22.372,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,NTT DATA Business Solutions Global Managed Services GmbH,Oldenburg (Oldb),26135,N/A,Niedersachsen,Deutschland,53.121951,8.2535709,11956-2420081741474801-S,2025-03-09 07:05:05.996,https://jobboerse.arbeitsagentur.de/vamJB/
Data Scientist,Publicis Media GmbH,Berlin,10629,N/A,Berlin,Deutschland,52.5027177,13.3091784,12288-4104722956-S,2025-03-07 07:29:50.961,https://jobboerse.arbeitsagentur.de/vamJB/
